repo_url,commit_hash,error
sentence-transformers/all-roberta-large-v1,b6bc5d5b432a2d5d8391548b05673cf86723a87e,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout b6bc5d5b432a2d5d8391548b05673cf86723a87e
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	model.safetensors
Please commit your changes or stash them before you switch branches.
Aborting'"
sentence-transformers/all-mpnet-base-v1,4b86b374cf0bfa96f60b87869635a86f69e104d9,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 4b86b374cf0bfa96f60b87869635a86f69e104d9
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	onnx/model_O1.onnx
	onnx/model_O2.onnx
	onnx/model_O3.onnx
	openvino/openvino_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
sentence-transformers/all-mpnet-base-v1,c84216ca104c670045594e4ddd046962489ccc06,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout c84216ca104c670045594e4ddd046962489ccc06
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	model.safetensors
	onnx/model_O1.onnx
	onnx/model_O2.onnx
	onnx/model_O3.onnx
	openvino/openvino_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
sentence-transformers/all-distilroberta-v1,14e2a3f3090548596d23882845152a951333c0e3,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/all-distilroberta-v1 tmp/sentence-transformers+all-distilroberta-v1
  stderr: 'Cloning into 'tmp/sentence-transformers+all-distilroberta-v1'...
Downloading model.safetensors (328 MB)
Error downloading object: model.safetensors (3c739fa): Smudge error: Error downloading model.safetensors (3c739fad12f3f12428a677cfcc73391a5860a8bad0ff7a971fd67e6065201fc2): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-distilroberta-v1/.git/lfs/incomplete/3c739fad12f3f12428a677cfcc73391a5860a8bad0ff7a971fd67e6065201fc24026456785"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-distilroberta-v1/.git/lfs/incomplete/3c739fad12f3f12428a677cfcc73391a5860a8bad0ff7a971fd67e6065201fc24026456785: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-distilroberta-v1/.git/lfs/logs/20241023T045214.303741822.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/all-distilroberta-v1,ac8d0d1351fa467025e4371e38a8442360654a4c,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/all-distilroberta-v1 tmp/sentence-transformers+all-distilroberta-v1
  stderr: 'Cloning into 'tmp/sentence-transformers+all-distilroberta-v1'...
Downloading model.safetensors (328 MB)
Error downloading object: model.safetensors (3c739fa): Smudge error: Error downloading model.safetensors (3c739fad12f3f12428a677cfcc73391a5860a8bad0ff7a971fd67e6065201fc2): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-distilroberta-v1/.git/lfs/incomplete/3c739fad12f3f12428a677cfcc73391a5860a8bad0ff7a971fd67e6065201fc23236747567"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-distilroberta-v1/.git/lfs/incomplete/3c739fad12f3f12428a677cfcc73391a5860a8bad0ff7a971fd67e6065201fc23236747567: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-distilroberta-v1/.git/lfs/logs/20241023T045230.107627696.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/all-MiniLM-L6-v2,8b3219a92973c328a8e22fadcfa821b5dc75636a,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/all-MiniLM-L6-v2 tmp/sentence-transformers+all-MiniLM-L6-v2
  stderr: 'Cloning into 'tmp/sentence-transformers+all-MiniLM-L6-v2'...
Downloading model.safetensors (91 MB)
Error downloading object: model.safetensors (53aa511): Smudge error: Error downloading model.safetensors (53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db3639010519"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db3639010519: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/logs/20241023T045236.503061218.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/all-MiniLM-L6-v2,46605decb5369335a3847c9f41bb0b896c07dd1a,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/all-MiniLM-L6-v2 tmp/sentence-transformers+all-MiniLM-L6-v2
  stderr: 'Cloning into 'tmp/sentence-transformers+all-MiniLM-L6-v2'...
Downloading model.safetensors (91 MB)
Error downloading object: model.safetensors (53aa511): Smudge error: Error downloading model.safetensors (53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db2307843271"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db2307843271: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/logs/20241023T045242.680426721.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/all-MiniLM-L6-v2,3746fd5f4cfd46ae64fc781df53e7cbb7849eb62,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/all-MiniLM-L6-v2 tmp/sentence-transformers+all-MiniLM-L6-v2
  stderr: 'Cloning into 'tmp/sentence-transformers+all-MiniLM-L6-v2'...
Downloading model.safetensors (91 MB)
Error downloading object: model.safetensors (53aa511): Smudge error: Error downloading model.safetensors (53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db2258282775"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db2258282775: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/logs/20241023T045249.384262406.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/all-MiniLM-L6-v2,2cfdf1ac2b3fc894d8239133174385c0baed9a17,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/all-MiniLM-L6-v2 tmp/sentence-transformers+all-MiniLM-L6-v2
  stderr: 'Cloning into 'tmp/sentence-transformers+all-MiniLM-L6-v2'...
Downloading model.safetensors (91 MB)
Error downloading object: model.safetensors (53aa511): Smudge error: Error downloading model.safetensors (53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db3741594188"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db3741594188: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/logs/20241023T045255.913220152.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/all-MiniLM-L6-v2,acbb28c8aa70f5503c85d6b90e8cd65606993a20,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/all-MiniLM-L6-v2 tmp/sentence-transformers+all-MiniLM-L6-v2
  stderr: 'Cloning into 'tmp/sentence-transformers+all-MiniLM-L6-v2'...
Downloading model.safetensors (91 MB)
Error downloading object: model.safetensors (53aa511): Smudge error: Error downloading model.safetensors (53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db2010702191"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/incomplete/53aa51172d142c89d9012cce15ae4d6cc0ca6895895114379cacb4fab128d9db2010702191: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+all-MiniLM-L6-v2/.git/lfs/logs/20241023T045302.115926044.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
