repo_url,commit_hash,error
facebook/xlm-roberta-xl,49bb9f1e2858b36e29f6997c474076ecfbaaed96,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 49bb9f1e2858b36e29f6997c474076ecfbaaed96
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	model.safetensors
Please commit your changes or stash them before you switch branches.
Aborting'"
facebook/vit-mae-base,25b184bea5538bf5c4c852c79d221195fdd2778d,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/vit-mae-base tmp/facebook+vit-mae-base
  stderr: 'Cloning into 'tmp/facebook+vit-mae-base'...
Downloading model.safetensors (448 MB)
Error downloading object: model.safetensors (479dcef): Smudge error: Error downloading model.safetensors (479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae8): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/incomplete/479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae81155359687"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/incomplete/479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae81155359687: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/logs/20241023T071657.66895939.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/vit-mae-base,b7984add79779a94e061c1e186ba756202a19bb2,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/vit-mae-base tmp/facebook+vit-mae-base
  stderr: 'Cloning into 'tmp/facebook+vit-mae-base'...
Downloading model.safetensors (448 MB)
Error downloading object: model.safetensors (479dcef): Smudge error: Error downloading model.safetensors (479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae8): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/incomplete/479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae82428898054"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/incomplete/479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae82428898054: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/logs/20241023T071707.682070216.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/vit-mae-base,45506041b40f68781d377de1190e05153749ec7b,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/vit-mae-base tmp/facebook+vit-mae-base
  stderr: 'Cloning into 'tmp/facebook+vit-mae-base'...
Downloading model.safetensors (448 MB)
Error downloading object: model.safetensors (479dcef): Smudge error: Error downloading model.safetensors (479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae8): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/incomplete/479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae81143008157"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/incomplete/479dcef4bd5df06259399027b789f21e9d9a1b79f37155a64176d55bc26fdae81143008157: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+vit-mae-base/.git/lfs/logs/20241023T071716.764275025.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/maskformer-swin-base-coco,bc86b5c95ffd99793dacbce4fb6d1cced132a284,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/maskformer-swin-base-coco tmp/facebook+maskformer-swin-base-coco
  stderr: 'Cloning into 'tmp/facebook+maskformer-swin-base-coco'...
Downloading model.safetensors (411 MB)
Error downloading object: model.safetensors (d80418c): Smudge error: Error downloading model.safetensors (d80418c3bcb17c6a847accbca3a0d66b7574c5c767419aad3cd5fa9fad0441a4): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+maskformer-swin-base-coco/.git/lfs/incomplete/d80418c3bcb17c6a847accbca3a0d66b7574c5c767419aad3cd5fa9fad0441a42340981170"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+maskformer-swin-base-coco/.git/lfs/incomplete/d80418c3bcb17c6a847accbca3a0d66b7574c5c767419aad3cd5fa9fad0441a42340981170: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+maskformer-swin-base-coco/.git/lfs/logs/20241023T071724.552214189.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/maskformer-swin-base-coco,a3081eebc3fbab2aaccd7a518c5d60616a5fd6e8,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/maskformer-swin-base-coco tmp/facebook+maskformer-swin-base-coco
  stderr: 'Cloning into 'tmp/facebook+maskformer-swin-base-coco'...
Downloading model.safetensors (411 MB)
Error downloading object: model.safetensors (d80418c): Smudge error: Error downloading model.safetensors (d80418c3bcb17c6a847accbca3a0d66b7574c5c767419aad3cd5fa9fad0441a4): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+maskformer-swin-base-coco/.git/lfs/incomplete/d80418c3bcb17c6a847accbca3a0d66b7574c5c767419aad3cd5fa9fad0441a43966503710"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+maskformer-swin-base-coco/.git/lfs/incomplete/d80418c3bcb17c6a847accbca3a0d66b7574c5c767419aad3cd5fa9fad0441a43966503710: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+maskformer-swin-base-coco/.git/lfs/logs/20241023T071731.962668521.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/m2m100_418M,c5d2b79102ecfb74a411f41adbe8c97731051f5d,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/m2m100_418M tmp/facebook+m2m100_418M
  stderr: 'Cloning into 'tmp/facebook+m2m100_418M'...
Downloading pytorch_model.bin (1.9 GB)
Error downloading object: pytorch_model.bin (d907ea4): Smudge error: Error downloading pytorch_model.bin (d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed1): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed11855098190"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed11855098190: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/logs/20241023T071829.146400061.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: pytorch_model.bin: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/m2m100_418M,e90186c7b91d549fb3222bb6a1b9e9a6be711e50,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/m2m100_418M tmp/facebook+m2m100_418M
  stderr: 'Cloning into 'tmp/facebook+m2m100_418M'...
Downloading pytorch_model.bin (1.9 GB)
Error downloading object: pytorch_model.bin (d907ea4): Smudge error: Error downloading pytorch_model.bin (d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed1): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed12702068852"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed12702068852: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/logs/20241023T071856.858735513.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: pytorch_model.bin: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/m2m100_418M,e9c4c6289e7afc530ed179bc0aa37e7c1c36d5d9,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/m2m100_418M tmp/facebook+m2m100_418M
  stderr: 'Cloning into 'tmp/facebook+m2m100_418M'...
Downloading pytorch_model.bin (1.9 GB)
Error downloading object: pytorch_model.bin (d907ea4): Smudge error: Error downloading pytorch_model.bin (d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed1): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed14236770613"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed14236770613: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/logs/20241023T071923.897602568.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: pytorch_model.bin: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
facebook/m2m100_418M,6a6112b3c666e71a8967e10f552a6dc1b8215098,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:facebook/m2m100_418M tmp/facebook+m2m100_418M
  stderr: 'Cloning into 'tmp/facebook+m2m100_418M'...
Downloading pytorch_model.bin (1.9 GB)
Error downloading object: pytorch_model.bin (d907ea4): Smudge error: Error downloading pytorch_model.bin (d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed1): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed13745634920"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/incomplete/d907ea45e4e4b9db163382a6674f6218b3c59566fe06d77f4055c208b4e87ed13745634920: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/facebook+m2m100_418M/.git/lfs/logs/20241023T071950.592209028.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: pytorch_model.bin: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
