repo_url,commit_hash,model_file_path,serialization_format
google-bert/bert-base-cased,ddb0351b5dd9588ada020d4586b5a02c8c3dba72,pytorch_model.bin,torch.save
google-bert/bert-base-cased-finetuned-mrpc,ce0fc2e278990e3be62a966e04e993688a6b3be9,model.safetensors,safetensors
google-bert/bert-base-cased-finetuned-mrpc,020c57a82950e95ef63606527f3877ab516f9910,tf_model.h5,h5/hdf5
google-bert/bert-base-cased-finetuned-mrpc,f9645297eef6e9482f06330c0445954555c29b7c,pytorch_model.bin,torch.save
albert/albert-xxlarge-v2,c5d4d781367af62398af2120d7db1750eabb898f,model.safetensors,safetensors
albert/albert-xxlarge-v2,1d2557723eed2b586ed6c739c3264dd50289c5d1,tf_model.h5,h5/hdf5
albert/albert-xxlarge-v2,c2fa6d5a7673cf8e1b7d3d3913c2b0979a088df3,with-prefix-tf_model.h5,h5/hdf5
albert/albert-xxlarge-v2,284acd9e5ad9a2b81ff26b108dd0529b07d72939,pytorch_model.bin,torch.save
albert/albert-xxlarge-v2,ea541006e9ea5d59d59d045d1a8c93b13c21af1c,spiece.model,ONNX
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00001-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00002-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00003-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00004-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00005-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00006-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00007-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00008-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00009-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00010-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00011-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00012-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00013-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00014-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00015-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00016-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00017-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00018-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00019-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00020-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00021-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00022-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00023-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00024-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00025-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00026-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00027-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00028-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00029-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00030-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00031-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00032-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00033-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00034-of-00046.safetensors,safetensors
EleutherAI/gpt-neox-20b,007b5cbc9ca9d293dcfe3f96b48bec6d03d87537,model-00035-of-00046.safetensors,safetensors
