repo_url,commit_hash,error
google-t5/t5-3b,e375af694423e057de383284368c917fbbcbc0f8,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout e375af694423e057de383284368c917fbbcbc0f8
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	pytorch_model.bin
Please commit your changes or stash them before you switch branches.
Aborting'"
FacebookAI/roberta-large,5069d8a2a32a7df4c69ef9b56348be04152a2341,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 5069d8a2a32a7df4c69ef9b56348be04152a2341
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	model.onnx
Please commit your changes or stash them before you switch branches.
Aborting'"
FacebookAI/roberta-large,fb589ba92b949f21312883cbd232c28a8b2a9d16,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout fb589ba92b949f21312883cbd232c28a8b2a9d16
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	model.onnx
Please commit your changes or stash them before you switch branches.
Aborting'"
FacebookAI/roberta-large,4015b08472b103de5a26193d5465f97e24afdd23,"Cmd('git') failed due to: exit code(1)
  cmdline: git checkout 4015b08472b103de5a26193d5465f97e24afdd23
  stderr: 'error: Your local changes to the following files would be overwritten by checkout:
	model.onnx
	tf_model.h5
Please commit your changes or stash them before you switch branches.
Aborting'"
openai-community/roberta-large-openai-detector,38f3e0ccf205e9c4e0b38ae9d75ec948141bf832,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:openai-community/roberta-large-openai-detector tmp/openai-community+roberta-large-openai-detector
  stderr: 'Cloning into 'tmp/openai-community+roberta-large-openai-detector'...
Downloading flax_model.msgpack (1.4 GB)
Error downloading object: flax_model.msgpack (eab982a): Smudge error: Error downloading flax_model.msgpack (eab982afbd041450e68dfa46fd74566725a74686cf483a6a573a5b7068c666bb): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/openai-community+roberta-large-openai-detector/.git/lfs/incomplete/eab982afbd041450e68dfa46fd74566725a74686cf483a6a573a5b7068c666bb1195942674"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/openai-community+roberta-large-openai-detector/.git/lfs/incomplete/eab982afbd041450e68dfa46fd74566725a74686cf483a6a573a5b7068c666bb1195942674: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/openai-community+roberta-large-openai-detector/.git/lfs/logs/20241023T145127.989213035.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: flax_model.msgpack: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
openai-community/roberta-large-openai-detector,cc9398fd349f0136861c3d79faeb4fd549dc1a3a,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:openai-community/roberta-large-openai-detector tmp/openai-community+roberta-large-openai-detector
  stderr: 'Cloning into 'tmp/openai-community+roberta-large-openai-detector'...
Downloading flax_model.msgpack (1.4 GB)
Error downloading object: flax_model.msgpack (eab982a): Smudge error: Error downloading flax_model.msgpack (eab982afbd041450e68dfa46fd74566725a74686cf483a6a573a5b7068c666bb): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/openai-community+roberta-large-openai-detector/.git/lfs/incomplete/eab982afbd041450e68dfa46fd74566725a74686cf483a6a573a5b7068c666bb3713658028"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/openai-community+roberta-large-openai-detector/.git/lfs/incomplete/eab982afbd041450e68dfa46fd74566725a74686cf483a6a573a5b7068c666bb3713658028: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/openai-community+roberta-large-openai-detector/.git/lfs/logs/20241023T145153.373710883.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: flax_model.msgpack: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
FacebookAI/roberta-large-mnli,df0f743a40fd2c7a260dfae33c1991f72ca9d472,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:FacebookAI/roberta-large-mnli tmp/FacebookAI+roberta-large-mnli
  stderr: 'Cloning into 'tmp/FacebookAI+roberta-large-mnli'...
Downloading flax_model.msgpack (1.4 GB)
Error downloading object: flax_model.msgpack (3268be4): Smudge error: Error downloading flax_model.msgpack (3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/incomplete/3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f503847155"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/incomplete/3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f503847155: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/logs/20241023T145224.202227054.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: flax_model.msgpack: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
FacebookAI/roberta-large-mnli,a2e7a790357a508734adbca984a593748dfed2cf,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:FacebookAI/roberta-large-mnli tmp/FacebookAI+roberta-large-mnli
  stderr: 'Cloning into 'tmp/FacebookAI+roberta-large-mnli'...
Downloading flax_model.msgpack (1.4 GB)
Error downloading object: flax_model.msgpack (3268be4): Smudge error: Error downloading flax_model.msgpack (3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/incomplete/3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f1469438037"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/incomplete/3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f1469438037: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/logs/20241023T145302.559288071.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: flax_model.msgpack: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
FacebookAI/roberta-large-mnli,2c138db0e6d29621da4ac58685bf78ff4b5e0779,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:FacebookAI/roberta-large-mnli tmp/FacebookAI+roberta-large-mnli
  stderr: 'Cloning into 'tmp/FacebookAI+roberta-large-mnli'...
Downloading flax_model.msgpack (1.4 GB)
Error downloading object: flax_model.msgpack (3268be4): Smudge error: Error downloading flax_model.msgpack (3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/incomplete/3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f140464137"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/incomplete/3268be4442922e0996ec369490b00b70ce419c678f1bf5f3f8b8f290b677bd7f140464137: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-large-mnli/.git/lfs/logs/20241023T145332.100378637.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: flax_model.msgpack: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
FacebookAI/roberta-base,ff46155979338ff8063cdad90908b498ab91b181,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:FacebookAI/roberta-base tmp/FacebookAI+roberta-base
  stderr: 'Cloning into 'tmp/FacebookAI+roberta-base'...
Downloading flax_model.msgpack (499 MB)
Error downloading object: flax_model.msgpack (7647e7d): Smudge error: Error downloading flax_model.msgpack (7647e7df15dfddb7d5c07fcbed7a21e3881ccfea085791cf09917aa05947bba3): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-base/.git/lfs/incomplete/7647e7df15dfddb7d5c07fcbed7a21e3881ccfea085791cf09917aa05947bba31014602266"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-base/.git/lfs/incomplete/7647e7df15dfddb7d5c07fcbed7a21e3881ccfea085791cf09917aa05947bba31014602266: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/FacebookAI+roberta-base/.git/lfs/logs/20241023T145348.275574349.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: flax_model.msgpack: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
