repo_url,commit_hash,model_file_path,serialization_format
SenseTime/deformable-detr-with-box-refine-two-stage,d9f8b025bd654cc5a672499877baf396cf4b40a8,pytorch_model.bin,torch.save
SenseTime/deformable-detr-single-scale,8b45d9087a92766aa90bb2972470216923b1160f,model.safetensors,safetensors
SenseTime/deformable-detr-single-scale,e271bd29db67d4918195b83ab33d6d86cd97719c,pytorch_model.bin,torch.save
SenseTime/deformable-detr-single-scale-dc5,ac2ccf6f2a345300e956ce0b02fe6c3420ab5bec,model.safetensors,safetensors
SenseTime/deformable-detr-single-scale-dc5,207ff2205bb988280049aec50ada3be80d38f7d2,pytorch_model.bin,torch.save
nielsr/coref-roberta-base,243af0d86285fa0d2297d74b365e117fcc486d56,pytorch_model.bin,torch.save
nielsr/coref-bert-large,5f210e0342b4754bab821e5bc5a2422e18004eb3,pytorch_model.bin,torch.save
nielsr/coref-bert-base,0b7932bc67a42903f1f9690cc006a5cab4c2a305,pytorch_model.bin,torch.save
neibyr/MiniRoberta_oscar_hindi_tamil,95932f1d69f47dea70a743310ef36c9a04f59dc5,model.safetensors,safetensors
neibyr/MiniRoberta_oscar_hindi_tamil,3da77384379804bed886baa6ef02eccb3c6d7992,pytorch_model.bin,torch.save
neibyr/MiniRoberta_oscar_hindi_tamil,3da77384379804bed886baa6ef02eccb3c6d7992,training_args.bin,torch.save
ncats/EpiClassify4GARD,8ef5dbf36b27abb017ea7ba0b1723f278bca4e78,training_args.bin,torch.save
ncats/EpiClassify4GARD,634abdfa0763ae774ac882912a547c04704dab16,pytorch_model.bin,torch.save
nateraw/vit-age-classifier,4b5acc345d9692c3ff4f45d250531afd3a3da0ef,model.safetensors,safetensors
nateraw/vit-age-classifier,5e6edcec064a0e096352ad7e0c66deb73dc05fc8,pytorch_model.bin,torch.save
mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,02a00ba6bd53766f66db9a6ad3955fd08c117880,model.safetensors,safetensors
mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,9059152091379d8fe4faafcec4e8e3caedc773e8,checkpoint-1020/optimizer.pt,torch.save
