repo_url,commit_hash,error
sentence-transformers/sentence-t5-xxl,4d122282ba80e807e9e6eb8c358269e92796365d,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-xxl tmp/sentence-transformers+sentence-t5-xxl
  stderr: 'Cloning into 'tmp/sentence-transformers+sentence-t5-xxl'...
Downloading model.safetensors (9.7 GB)
Error downloading object: model.safetensors (87dba07): Smudge error: Error downloading model.safetensors (87dba079720f799b443b54508c7288a1e9b3d02d42cbee4f35df401914499294): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xxl/.git/lfs/incomplete/87dba079720f799b443b54508c7288a1e9b3d02d42cbee4f35df4019144992941558243092"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xxl/.git/lfs/incomplete/87dba079720f799b443b54508c7288a1e9b3d02d42cbee4f35df4019144992941558243092: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xxl/.git/lfs/logs/20241023T032745.425866092.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/sentence-t5-xxl,0a2f720e57c36306fbfca6025baba48828555764,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-xxl tmp/sentence-transformers+sentence-t5-xxl
  stderr: 'Cloning into 'tmp/sentence-transformers+sentence-t5-xxl'...
Downloading model.safetensors (9.7 GB)
Error downloading object: model.safetensors (87dba07): Smudge error: Error downloading model.safetensors (87dba079720f799b443b54508c7288a1e9b3d02d42cbee4f35df401914499294): can't close temporary file ""/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xxl/.git/lfs/incomplete/87dba079720f799b443b54508c7288a1e9b3d02d42cbee4f35df401914499294183644435"": close /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xxl/.git/lfs/incomplete/87dba079720f799b443b54508c7288a1e9b3d02d42cbee4f35df401914499294183644435: disk quota exceeded

Errors logged to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xxl/.git/lfs/logs/20241023T033211.594663844.log'.
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/sentence-t5-xl,2965d31b368fb14117688e0bde77cbd720e91f53,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-xl tmp/sentence-transformers+sentence-t5-xl
  stderr: 'Cloning into 'tmp/sentence-transformers+sentence-t5-xl'...
Downloading 2_Dense/model.safetensors (3.1 MB)
Error downloading object: 2_Dense/model.safetensors (92527d7): Smudge error: Error downloading 2_Dense/model.safetensors (92527d75218c963886adfebdc60bcfe6f599939d4a4f13e3ddee5df231c46f68): open /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/incomplete/92527d75218c963886adfebdc60bcfe6f599939d4a4f13e3ddee5df231c46f682889854023: disk quota exceeded
Unable to log panic to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/logs': mkdir /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/logs: disk quota exceeded

git-lfs/3.5.1 (GitHub; linux amd64; go 1.21.7; git e237bb3a)
git version 2.45.1

$ git-lfs filter-process
Error downloading object: 2_Dense/model.safetensors (92527d7): Smudge error: Error downloading 2_Dense/model.safetensors (92527d75218c963886adfebdc60bcfe6f599939d4a4f13e3ddee5df231c46f68): open /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/incomplete/92527d75218c963886adfebdc60bcfe6f599939d4a4f13e3ddee5df231c46f682889854023: disk quota exceeded

open /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/incomplete/92527d75218c963886adfebdc60bcfe6f599939d4a4f13e3ddee5df231c46f682889854023: disk quota exceeded
Error downloading 2_Dense/model.safetensors (92527d75218c963886adfebdc60bcfe6f599939d4a4f13e3ddee5df231c46f68)
github.com/git-lfs/git-lfs/v3/errors.newWrappedError
	github.com/git-lfs/git-lfs/v3/errors/types.go:229
github.com/git-lfs/git-lfs/v3/errors.Wrapf
	github.com/git-lfs/git-lfs/v3/errors/errors.go:85
github.com/git-lfs/git-lfs/v3/lfs.(*GitFilter).downloadFile
	github.com/git-lfs/git-lfs/v3/lfs/gitfilter_smudge.go:134
github.com/git-lfs/git-lfs/v3/lfs.(*GitFilter).Smudge
	github.com/git-lfs/git-lfs/v3/lfs/gitfilter_smudge.go:85
github.com/git-lfs/git-lfs/v3/commands.smudge
	github.com/git-lfs/git-lfs/v3/commands/command_smudge.go:128
github.com/git-lfs/git-lfs/v3/commands.filterCommand
	github.com/git-lfs/git-lfs/v3/commands/command_filter_process.go:131
github.com/spf13/cobra.(*Command).execute
	github.com/spf13/cobra@v1.7.0/command.go:944
github.com/spf13/cobra.(*Command).ExecuteC
	github.com/spf13/cobra@v1.7.0/command.go:1068
github.com/spf13/cobra.(*Command).Execute
	github.com/spf13/cobra@v1.7.0/command.go:992
github.com/git-lfs/git-lfs/v3/commands.Run
	github.com/git-lfs/git-lfs/v3/commands/run.go:154
main.main
	./git-lfs.go:34
runtime.main
	runtime/proc.go:267
runtime.goexit
	runtime/asm_amd64.s:1650
Smudge error
github.com/git-lfs/git-lfs/v3/errors.newWrappedError
	github.com/git-lfs/git-lfs/v3/errors/types.go:229
github.com/git-lfs/git-lfs/v3/errors.NewSmudgeError
	github.com/git-lfs/git-lfs/v3/errors/types.go:315
github.com/git-lfs/git-lfs/v3/lfs.(*GitFilter).Smudge
	github.com/git-lfs/git-lfs/v3/lfs/gitfilter_smudge.go:102
github.com/git-lfs/git-lfs/v3/commands.smudge
	github.com/git-lfs/git-lfs/v3/commands/command_smudge.go:128
github.com/git-lfs/git-lfs/v3/commands.filterCommand
	github.com/git-lfs/git-lfs/v3/commands/command_filter_process.go:131
github.com/spf13/cobra.(*Command).execute
	github.com/spf13/cobra@v1.7.0/command.go:944
github.com/spf13/cobra.(*Command).ExecuteC
	github.com/spf13/cobra@v1.7.0/command.go:1068
github.com/spf13/cobra.(*Command).Execute
	github.com/spf13/cobra@v1.7.0/command.go:992
github.com/git-lfs/git-lfs/v3/commands.Run
	github.com/git-lfs/git-lfs/v3/commands/run.go:154
main.main
	./git-lfs.go:34
runtime.main
	runtime/proc.go:267
runtime.goexit
	runtime/asm_amd64.s:1650

Current time in UTC:
2024-10-23 07:32:34

Environment:
LocalWorkingDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl
LocalGitDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git
LocalGitStorageDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git
LocalMediaDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/objects
LocalReferenceDirs=
TempDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/tmp
ConcurrentTransfers=8
TusTransfers=false
BasicTransfersOnly=false
SkipDownloadErrors=false
FetchRecentAlways=false
FetchRecentRefsDays=7
FetchRecentCommitsDays=0
FetchRecentRefsIncludeRemotes=true
PruneOffsetDays=3
PruneVerifyRemoteAlways=false
PruneVerifyUnreachableAlways=false
PruneRemoteName=origin
LfsStorageDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs
AccessDownload=none
AccessUpload=none
DownloadTransfers=basic,lfs-standalone-file,ssh
UploadTransfers=basic,lfs-standalone-file,ssh
GIT_CLONE_TEMPLATE_DIR=/opt/crc/g/git/2.45.1/share/git-core/templates
GIT_DIR=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git
GIT_EXEC_PATH=/opt/crc/g/git/2.45.1/libexec/git-core
GIT_ASKPASS=/afs/crc.nd.edu/user/a/acotaj/.vscode-server/cli/servers/Stable-384ff7382de624fb94dbaf6da11977bba1ecd427/server/extensions/git/dist/askpass.sh
GIT_CLONE_PROTECTION_ACTIVE=false

Client IP addresses:
10.32.85.47
169.254.1.2
error: external filter 'git-lfs filter-process' failed
fatal: 2_Dense/model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/sentence-t5-xl,e0976ba9afd18be963c22c680367a3928c44fd22,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-xl tmp/sentence-transformers+sentence-t5-xl
  stderr: 'Cloning into 'tmp/sentence-transformers+sentence-t5-xl'...
error: unable to create file 2_Dense/model.safetensors: Disk quota exceeded
error: unable to create file 2_Dense/pytorch_model.bin: Disk quota exceeded
Downloading model.safetensors (2.5 GB)
Error downloading object: model.safetensors (690b52f): Smudge error: Error downloading model.safetensors (690b52fdca062e7f7b38c550fcb50be612a116632b6e45d49eeae87b763001c4): open /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/incomplete/690b52fdca062e7f7b38c550fcb50be612a116632b6e45d49eeae87b763001c43210917264: disk quota exceeded
Unable to log panic to '/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/logs': mkdir /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/logs: disk quota exceeded

git-lfs/3.5.1 (GitHub; linux amd64; go 1.21.7; git e237bb3a)
git version 2.45.1

$ git-lfs filter-process
Error downloading object: model.safetensors (690b52f): Smudge error: Error downloading model.safetensors (690b52fdca062e7f7b38c550fcb50be612a116632b6e45d49eeae87b763001c4): open /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/incomplete/690b52fdca062e7f7b38c550fcb50be612a116632b6e45d49eeae87b763001c43210917264: disk quota exceeded

open /afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/incomplete/690b52fdca062e7f7b38c550fcb50be612a116632b6e45d49eeae87b763001c43210917264: disk quota exceeded
Error downloading model.safetensors (690b52fdca062e7f7b38c550fcb50be612a116632b6e45d49eeae87b763001c4)
github.com/git-lfs/git-lfs/v3/errors.newWrappedError
	github.com/git-lfs/git-lfs/v3/errors/types.go:229
github.com/git-lfs/git-lfs/v3/errors.Wrapf
	github.com/git-lfs/git-lfs/v3/errors/errors.go:85
github.com/git-lfs/git-lfs/v3/lfs.(*GitFilter).downloadFile
	github.com/git-lfs/git-lfs/v3/lfs/gitfilter_smudge.go:134
github.com/git-lfs/git-lfs/v3/lfs.(*GitFilter).Smudge
	github.com/git-lfs/git-lfs/v3/lfs/gitfilter_smudge.go:85
github.com/git-lfs/git-lfs/v3/commands.smudge
	github.com/git-lfs/git-lfs/v3/commands/command_smudge.go:128
github.com/git-lfs/git-lfs/v3/commands.filterCommand
	github.com/git-lfs/git-lfs/v3/commands/command_filter_process.go:131
github.com/spf13/cobra.(*Command).execute
	github.com/spf13/cobra@v1.7.0/command.go:944
github.com/spf13/cobra.(*Command).ExecuteC
	github.com/spf13/cobra@v1.7.0/command.go:1068
github.com/spf13/cobra.(*Command).Execute
	github.com/spf13/cobra@v1.7.0/command.go:992
github.com/git-lfs/git-lfs/v3/commands.Run
	github.com/git-lfs/git-lfs/v3/commands/run.go:154
main.main
	./git-lfs.go:34
runtime.main
	runtime/proc.go:267
runtime.goexit
	runtime/asm_amd64.s:1650
Smudge error
github.com/git-lfs/git-lfs/v3/errors.newWrappedError
	github.com/git-lfs/git-lfs/v3/errors/types.go:229
github.com/git-lfs/git-lfs/v3/errors.NewSmudgeError
	github.com/git-lfs/git-lfs/v3/errors/types.go:315
github.com/git-lfs/git-lfs/v3/lfs.(*GitFilter).Smudge
	github.com/git-lfs/git-lfs/v3/lfs/gitfilter_smudge.go:102
github.com/git-lfs/git-lfs/v3/commands.smudge
	github.com/git-lfs/git-lfs/v3/commands/command_smudge.go:128
github.com/git-lfs/git-lfs/v3/commands.filterCommand
	github.com/git-lfs/git-lfs/v3/commands/command_filter_process.go:131
github.com/spf13/cobra.(*Command).execute
	github.com/spf13/cobra@v1.7.0/command.go:944
github.com/spf13/cobra.(*Command).ExecuteC
	github.com/spf13/cobra@v1.7.0/command.go:1068
github.com/spf13/cobra.(*Command).Execute
	github.com/spf13/cobra@v1.7.0/command.go:992
github.com/git-lfs/git-lfs/v3/commands.Run
	github.com/git-lfs/git-lfs/v3/commands/run.go:154
main.main
	./git-lfs.go:34
runtime.main
	runtime/proc.go:267
runtime.goexit
	runtime/asm_amd64.s:1650

Current time in UTC:
2024-10-23 07:32:57

Environment:
LocalWorkingDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl
LocalGitDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git
LocalGitStorageDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git
LocalMediaDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/objects
LocalReferenceDirs=
TempDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs/tmp
ConcurrentTransfers=8
TusTransfers=false
BasicTransfersOnly=false
SkipDownloadErrors=false
FetchRecentAlways=false
FetchRecentRefsDays=7
FetchRecentCommitsDays=0
FetchRecentRefsIncludeRemotes=true
PruneOffsetDays=3
PruneVerifyRemoteAlways=false
PruneVerifyUnreachableAlways=false
PruneRemoteName=origin
LfsStorageDir=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git/lfs
AccessDownload=none
AccessUpload=none
DownloadTransfers=basic,lfs-standalone-file,ssh
UploadTransfers=basic,lfs-standalone-file,ssh
GIT_CLONE_TEMPLATE_DIR=/opt/crc/g/git/2.45.1/share/git-core/templates
GIT_DIR=/afs/crc.nd.edu/user/a/acotaj/wip-model-evolution/scripts/tmp/sentence-transformers+sentence-t5-xl/.git
GIT_EXEC_PATH=/opt/crc/g/git/2.45.1/libexec/git-core
GIT_ASKPASS=/afs/crc.nd.edu/user/a/acotaj/.vscode-server/cli/servers/Stable-384ff7382de624fb94dbaf6da11977bba1ecd427/server/extensions/git/dist/askpass.sh
GIT_CLONE_PROTECTION_ACTIVE=false

Client IP addresses:
10.32.85.47
169.254.1.2
error: external filter 'git-lfs filter-process' failed
fatal: model.safetensors: smudge filter lfs failed
warning: Clone succeeded, but checkout failed.
You can inspect what was checked out with 'git status'
and retry with 'git restore --source=HEAD :/'

'"
sentence-transformers/sentence-t5-large,7f77100e0c564a5c2faeebd3cac0e5c1771b257e,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-large tmp/sentence-transformers+sentence-t5-large
  stderr: 'fatal: could not create work tree dir 'tmp/sentence-transformers+sentence-t5-large': Disk quota exceeded
'"
sentence-transformers/sentence-t5-large,266640df151776ad39f66a2595b81c97ae678195,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-large tmp/sentence-transformers+sentence-t5-large
  stderr: 'fatal: could not create work tree dir 'tmp/sentence-transformers+sentence-t5-large': Disk quota exceeded
'"
sentence-transformers/sentence-t5-base,50c53e206f8b01c9621484a3c0aafce4e55efebf,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-base tmp/sentence-transformers+sentence-t5-base
  stderr: 'fatal: could not create work tree dir 'tmp/sentence-transformers+sentence-t5-base': Disk quota exceeded
'"
sentence-transformers/sentence-t5-base,86e4ec25ad8702ba4d4621cda0ca6ca6e52bcef3,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/sentence-t5-base tmp/sentence-transformers+sentence-t5-base
  stderr: 'fatal: could not create work tree dir 'tmp/sentence-transformers+sentence-t5-base': Disk quota exceeded
'"
sentence-transformers/roberta-large-nli-stsb-mean-tokens,7ff333a6a52f79445997afa3ba81e8fefdc27e2b,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/roberta-large-nli-stsb-mean-tokens tmp/sentence-transformers+roberta-large-nli-stsb-mean-tokens
  stderr: 'fatal: could not create work tree dir 'tmp/sentence-transformers+roberta-large-nli-stsb-mean-tokens': Disk quota exceeded
'"
sentence-transformers/roberta-large-nli-stsb-mean-tokens,768fca01ac32ae924414f7128af28ea1d9dfcada,"Cmd('git') failed due to: exit code(128)
  cmdline: git clone -v -- git@hf.co:sentence-transformers/roberta-large-nli-stsb-mean-tokens tmp/sentence-transformers+roberta-large-nli-stsb-mean-tokens
  stderr: 'fatal: could not create work tree dir 'tmp/sentence-transformers+roberta-large-nli-stsb-mean-tokens': Disk quota exceeded
'"
